iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2,157186998.61571,tonnes,annual,2023-10-06 00:00:00,
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_100yr,166789412.02597523,tonnes,annual,2023-10-06 00:00:00,
IND,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_20yr,181804660.62990913,tonnes,annual,2023-10-06 00:00:00,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2,19258568.2056335,tonnes,annual,2023-10-06 00:00:00,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_100yr,20435057.00197475,tonnes,annual,2023-10-06 00:00:00,
PAK,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_20yr,22274727.02772459,tonnes,annual,2023-10-06 00:00:00,
AFG,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2,1716289.24886268,tonnes,annual,2023-10-06 00:00:00,
AFG,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_100yr,1821135.829156688,tonnes,annual,2023-10-06 00:00:00,
AFG,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_20yr,1985083.931813588,tonnes,annual,2023-10-06 00:00:00,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2,4486154.27704904,tonnes,annual,2023-10-06 00:00:00,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_100yr,4760209.450734404,tonnes,annual,2023-10-06 00:00:00,
AGO,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_20yr,5188748.234626744,tonnes,annual,2023-10-06 00:00:00,
ALB,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2,121220.729935345,tonnes,annual,2023-10-06 00:00:00,
ALB,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_100yr,128625.99633917774,tonnes,annual,2023-10-06 00:00:00,
ALB,2017-01-01 00:00:00,2017-12-31 00:00:00,cropland-fires,co2e_20yr,140205.5766284817,tonnes,annual,2023-10-06 00:00:00,
